Plant_1,Plant_2,Plant_3,Plant_4,Plant_5,Plant_6,Plant_7,Plant_8,Plant_9,Plant_10,Plant_11,Plant_12,Plant_13,Plant_14,Plant_15,Plant_16,Plant_17,Plant_18,Plant_19,Plant_20
0,97.9933965401918,24.5266394429225,74.7982081971924,38.3391148033526,396.96508288952,1.33806595954675,23.1916872847024,10.4670325298359,3.18185673594429e-08,20.4669660097708,0.789876760523316,1.98839690211866,0.798948487067334,0.248543752297597,2.69504414467929e-08,0.558755511229758,37.2858658377871,3.04491238482733e-08,7.74337885402937e-08
0,95.1398854704511,23.9391442014073,73.2239039589895,33.2749545210931,396.628953423185,1.19071950525955,26.6662871564352,9.03706794403755,3.50377630549832e-08,22.5178894050087,0.785770094063976,1.76385907174006,0.797013495579726,0.267243046922561,1.59687909720087e-08,0.528289218343018,37.9225728101266,1.82735100126534e-08,3.69369195069033e-08
0,102.039384116916,27.098119873818,86.0198823395452,38.7568533764485,407.643817680239,1.26164194058545,27.0662688545078,10.3817796745336,1.6776792222838e-07,21.3958699649226,0.79851803567133,1.90273987813408,0.894642259868597,0.233834779992349,4.3377993805092e-08,0.529111209861515,39.3101456961426,8.84375798166083e-08,1.4867736907353e-08
0,91.0487319717917,22.4154436264934,80.461399655104,34.5123728576574,452.852331977041,1.1877074815802,25.5515698099878,9.18560456680241,7.9289572186158e-08,22.3700529230771,0.666760981843766,2.01833815260382,0.82947429008216,0.274767889390383,6.09620502823193e-08,0.507166837946645,36.7640789021949,7.14397332571402e-08,8.47090178895532e-08
0,92.1250933039409,25.4649540036535,80.533876577196,40.7558305936741,423.959315216728,1.22003324976768,26.8224576571524,10.4045322978158,2.21190559332473e-08,22.240968002734,0.725438806836052,1.93264713866528,0.847105432488468,0.255324359533926,1.60712819221713e-08,0.504795216071997,40.1210622877646,1.40050467529522e-08,5.94832317525401e-08
0,94.6098218919776,27.5413846293411,79.4801457443162,39.4380879737098,435.240059112105,1.2534680951343,27.2668496124042,9.42091614728919,7.52153155591402e-08,23.5249230155957,0.817556254280109,1.93360051110974,0.909778492684243,0.275118539964277,4.7631880583893e-08,0.484128699070894,39.1703207463201,1.66410012593837e-08,3.66483688269274e-08
0,94.8155645638678,24.1832850378081,86.5648280148775,39.4325859370297,430.722911981134,1.15534949568764,24.9471156507176,10.0059744329637,1.64173626306627e-07,22.3741752920029,0.793054975265005,2.04486181186821,0.816619639793049,0.23270617890878,1.9767338919185e-08,0.542235435643115,36.5242394767898,9.60000974451673e-08,5.5347771866377e-08
0,91.8223095538609,23.6803120038835,86.6639832445578,37.4142380854166,412.687935966719,1.19835104919583,24.4393039449031,10.2881812773642,6.05392182128891e-08,23.5581131652456,0.712186172203281,1.8557717438491,0.824131895606815,0.255394746513681,4.66582884693095e-08,0.551503267935237,38.2935197372843,3.09049545701944e-08,2.15736869895668e-08
0,103.200842509355,23.0433501698253,81.4563439484346,40.0631891259312,419.929827364429,1.1778611044225,22.920510017531,9.02533261555593,1.74101745310502e-07,22.651316891905,0.735534460799055,1.69811300867942,0.783240246114729,0.28188286761398,7.10872191334858e-08,0.537298003485389,40.8301646559325,1.32604640595086e-08,1.54184205266104e-08
0,87.1474038223436,26.0646567682483,73.5951886438148,36.4023012267276,389.710987600312,1.14162886804928,25.5257317588988,9.86911053276055,1.16321676716585e-07,22.4186903778419,0.728767192153624,1.77004806413721,0.800199298109852,0.286686257191456,3.03128858250682e-08,0.562386704419686,42.0663464427244,7.83133852882497e-08,1.3173791896435e-08
0,102.014715306637,23.9597482628382,82.838013761229,36.2316408829324,436.328315478844,1.26229329316807,24.0265907027097,9.03992488621799,3.29770453642693e-08,22.0814353521974,0.726041074257401,1.95119990714692,0.828204656616176,0.259485547389257,6.67390262805701e-08,0.523182777785001,40.9020508360576,1.42364399471612e-08,3.72090370331271e-08
0,102.229591789625,24.9001435025416,74.7933805351599,36.7975056396656,442.252000956334,1.20896076717073,26.2635274226085,9.9350400653812,3.70746553268889e-08,19.9178537909397,0.770464843343677,1.91511183608518,0.899582773911257,0.231259659195039,2.06884896599399e-08,0.502517899227499,38.0906438956152,1.36114692036505e-07,2.1135128022157e-08
0,88.8436711678449,25.1670686598206,78.4157999746048,37.5458138125104,427.487068828358,1.26110649333872,24.0929497615651,8.75587949796608,9.52494160691484e-08,23.297142483012,0.746471047080391,1.75611512546142,0.84537214265007,0.23017216891564,2.40758687902816e-08,0.496264734097868,35.9859179777502,2.63749317980273e-08,4.4682296987175e-08
0,84.8455848040493,25.7945839526785,83.0541223461315,35.2116515943911,449.411566272923,1.27309472546426,23.2574981058457,10.2880725068152,2.2635777614116e-08,20.5324411782435,0.709615401016174,1.85390874765685,0.82452729339328,0.244546211987257,1.34051471720517e-08,0.510114063221855,42.0172054072409,2.14341747839052e-08,1.22197549142862e-07
0,92.3178639767519,26.0810186547682,73.1447459177588,39.1876358593562,433.743423246111,1.13388366411345,25.0936232878403,10.2733416422184,1.82537736442108e-07,21.8955125895351,0.822794013516292,1.82530141134203,0.739105912278158,0.252415120227693,1.91183825832011e-08,0.557779533930327,39.8465420504405,7.15230116227308e-08,1.72145991007401e-08
0,88.6929345337634,25.1115062943099,78.5490172142114,39.7109329351197,388.257499496273,1.223018835881,27.1436433982432,9.80342188098262,6.48219430580597e-08,21.8488502154709,0.725464070269846,1.70573070090038,0.86269993071834,0.271981746438129,3.11136644896643e-08,0.468082764135096,39.7765100562579,5.18981793012626e-08,1.86884281380674e-08
