Animal_1,Animal_2,Animal_3,Animal_4,Animal_5,Animal_6,Animal_7,Animal_8,Animal_9,Animal_10,Animal_11,Animal_12,Animal_13,Animal_14,Animal_15,Animal_16,Animal_17,Animal_18,Animal_19,Animal_20,Animal_21,Animal_22,Animal_23,Animal_24,Animal_25,Animal_26,Animal_27,Animal_28,Animal_29,Animal_30,Animal_31,Animal_32,Animal_33,Animal_34,Animal_35,Animal_36,Animal_37,Animal_38,Animal_39,Animal_40,Animal_41,Animal_42,Animal_43,Animal_44,Animal_45,Animal_46,Animal_47,Animal_48,Animal_49,Animal_50
1.63938671390197,0.607197343771813,1.1186021235166,1.61310062271728,0.741502883402219,2.40096294084524,2.13300057361671,2.73765014152757,1.12541096786421,0.70290960565835,1.13356204743588,2.63528832637168,3.03742278238204,2.59398802323966,0.673425414608726,0.685635004583857,0.989026915888658,1.16677599204374,2.94266790948229,1.16677599206132,0.955927039526851,0.494027567196754,0.773397956455433,3.14244940742989,3.14244940742989,1.3024129544776,0.556579988280476,1.53233785969445,1.3024129544776,0.996072120922206,1.53245313973419,3.22733559266313,0.788901371793669,0.792431454257951,0.494041017945893,1.53245313973419,0.792431454257951,1.53245313973419,0.178327927929494,0.792431454257951,1.53245313973419,1.53245313973419,1.53245313973419,0.144362245066807,0.792431454257951,1.53245313973419,1.53245313973419,1.53245313973419,1.53245313973419,0.788901371793669
1.59895956150552,0.624017260473703,1.12141598328673,1.69731054905679,0.76581634581438,2.43491544639153,2.20638040114855,2.81903008902901,1.13863088525662,0.707208657851884,1.13178002781962,2.71713357700248,3.06828896531634,2.67313791331936,0.70886496427979,0.658612528330252,0.995713248507914,1.17738407838504,2.96396101257612,1.17738407838798,0.943850423849057,0.495195459747936,0.76924478978614,3.15844372289151,3.15844372288156,1.30026476685293,0.550342448885004,1.54270357905079,1.30026476685293,0.999006159761182,1.54281901014927,3.2401847854324,0.794405908062832,0.797130972289066,0.495211599159098,1.54281901014927,0.797130972289066,1.54281901014927,0.17901704279963,0.797130972289066,1.54281901014927,1.54281901014927,1.54281901014927,0.144917220312889,0.797130972289066,1.54281901014927,1.54281901014927,1.54281901014927,1.54281901014927,0.794405908062832
1.61655647936449,0.669536684861298,1.13549711581719,1.6356308180735,0.788302778947405,2.39738943797188,2.10504171611757,2.75657216764003,1.14993344687691,0.711397006350339,1.14545768482132,2.62725782643178,3.04000961552153,2.58694234584727,0.696177332379553,0.713799573114622,0.989792970032725,1.18401595565851,2.91338308647672,1.18401595565864,0.942966753248192,0.495225257330409,0.775212540042349,3.13242148603861,3.13242148603861,1.30947445381956,0.571611522175691,1.54871864718222,1.30947445382779,0.996664552664775,1.5489563676947,3.21590392273735,0.793774989055212,0.795907323211117,0.495254678037557,1.5489563676947,0.795907323211117,1.5489563676947,0.179034294611252,0.795907323211117,1.5489563676947,1.5489563676947,1.5489563676947,0.144946239829031,0.795907323211117,1.5489563676947,1.5489563676947,1.5489563676947,1.5489563676947,0.793774989055212
1.70453415768077,0.66117071413056,1.1366903376997,1.74644381902806,0.741224247288392,2.58603761318226,2.28113371796109,2.87719250120482,1.15408774886394,0.70138176092079,1.14959533222919,2.76042939297891,3.09201158966142,2.72545156993228,0.686507373482543,0.637226199094633,0.989078422001845,1.190389508629,3.01551830085098,1.19038950864639,0.940443096316282,0.494039666341812,0.763994403964582,3.16627266107578,3.16627266107578,1.32110674118357,0.590664943192057,1.54133601623223,1.32110674119209,0.998419068633607,1.54151674962087,3.22692897524155,0.790843387602587,0.794702778063704,0.494062199660536,1.54151674962087,0.794702778063704,1.54151674962087,0.178714182653341,0.794702778063704,1.54151674962087,1.54151674962087,1.54151674962087,0.144524788930987,0.794702778063704,1.54151674962087,1.54151674962087,1.54151674962087,1.54151674962087,0.790843387602587
1.64424832480869,0.668511119423577,1.12827841501396,1.68516224799353,0.771184914351575,2.48688159323716,2.16121619585177,2.8119531246508,1.14368157516469,0.709286387462223,1.13954723025119,2.65195053454616,3.08731942023657,2.61900859312975,0.671399313167165,0.668464192358149,0.988568970650333,1.17700038873967,2.97657642973811,1.17700038873283,0.935079564471639,0.499053581937217,0.771648782543081,3.17227478810511,3.17227478810511,1.31213818102767,0.568873324175096,1.55470348691338,1.31213818103811,1.00338694464496,1.5547999624369,3.23990085021298,0.796487291678973,0.802651170240014,0.499063736778541,1.5547999624369,0.802651170240014,1.5547999624369,0.180159326034513,0.802651170240014,1.5547999624369,1.5547999624369,1.5547999624369,0.145786939157044,0.802651170240014,1.5547999624369,1.5547999624369,1.5547999624369,1.5547999624369,0.796487291678973
1.6313169964013,0.685175002622848,1.12305652373597,1.70270476649774,0.767749635395635,2.50039419531772,2.20149817422837,2.85983593703676,1.13820661235099,0.709740338731891,1.13395480342327,2.68345051857055,3.09051492889921,2.64886113165282,0.696047510472209,0.656935188333706,0.985749528029918,1.17269584937946,2.96748706976822,1.17269584937484,0.932444054659842,0.498738702105015,0.772476028635977,3.17487784155298,3.17487784155298,1.3021886815784,0.53397194292547,1.55687007379784,1.30218868157617,1.00646984358975,1.55703734927975,3.24293577712249,0.797928824309126,0.799994431812283,0.498760243611907,1.55703734927975,0.799994431812283,1.55703734927975,0.180233600410526,0.799994431812283,1.55703734927975,1.55703734927975,1.55703734927975,0.145859605716288,0.799994431812283,1.55703734927975,1.55703734927975,1.55703734927975,1.55703734927975,0.797928824309126
1.65476335230043,0.663729715328125,1.14415414849558,1.65098607547686,0.764343344038428,2.49202852199477,2.1646294929558,2.82351698386498,1.15719656586314,0.713865611394382,1.15378584763344,2.65955370219014,3.07849431029357,2.62509754959181,0.689423522387686,0.694937171959816,0.988209109435875,1.18766571168342,2.97703541235434,1.18766571169174,0.947934440750868,0.496352091621145,0.770498636275555,3.15506334300274,3.15506334300274,1.3218151112479,0.541392676875346,1.54739065587354,1.32181511125611,0.997295342711365,1.54762605551955,3.22376877920012,0.794954741907577,0.798007299108979,0.496379627327084,1.54762605551955,0.798007299108979,1.54762605551955,0.179123386537674,0.798007299108979,1.54762605551955,1.54762605551955,1.54762605551955,0.145000325732533,0.798007299108979,1.54762605551955,1.54762605551955,1.54762605551955,1.54762605551955,0.794954741907577
1.60045330201641,0.655008871704371,1.14956537873535,1.68184490543089,0.792360394341482,2.4869949531519,2.14821246382538,2.80113867539309,1.16359411597696,0.711617011903648,1.16233292524582,2.67244172755915,3.0845249573177,2.63657162208817,0.672212873178865,0.661543162587379,0.988644988390524,1.197036773676,2.98433524845272,1.19703677368168,0.946031975768469,0.497794499376876,0.768117098156114,3.17171071513552,3.17171071513552,1.32818697801661,0.574496768029275,1.5465965694419,1.32818697801845,1.00434642363682,1.54677398754325,3.24324333933722,0.794684651727615,0.799423671927483,0.497813510521387,1.54677398754325,0.799423671927483,1.54677398754325,0.179796665101587,0.799423671927483,1.54677398754325,1.54677398754325,1.54677398754325,0.145496385138163,0.799423671927483,1.54677398754325,1.54677398754325,1.54677398754325,1.54677398754325,0.794684651727615
1.63023620617044,0.654155018745528,1.13806440893909,1.72359812593194,0.804893991135122,2.52305732460022,2.17846721126777,2.84255132640562,1.14412737867579,0.707313479875755,1.14576433761284,2.6488205351985,3.07027759600543,2.60767864209283,0.737056861440719,0.665155068650722,0.997084265399355,1.17657994112055,2.97831098801305,1.17657994115168,0.976821070723975,0.495236169372016,0.771710604540509,3.15144341310251,3.15144341310251,1.31578814974558,0.608499989244751,1.54083362311377,1.31578814974428,0.99936390045178,1.54105802735126,3.2352268119637,0.793339877428879,0.793845711121892,0.495271962480859,1.54105802735126,0.793845711121892,1.54105802735126,0.178718237270802,0.793845711121892,1.54105802735126,1.54105802735126,1.54105802735126,0.144698832098257,0.793845711121892,1.54105802735126,1.54105802735126,1.54105802735126,1.54105802735126,0.793339877428879
1.58608203932263,0.605271370394897,1.12163550081188,1.68007781043032,0.771761304130581,2.44597578977994,2.15110377948951,2.79889212976717,1.13795067370815,0.700729703342256,1.13261698510444,2.66814162937046,3.09047751196484,2.6318233050635,0.670680340409793,0.621695945241118,0.983327781644576,1.17208754380107,2.95329799909899,1.17208754380497,0.926864873590573,0.497220950479004,0.766852656921819,3.17933261672892,3.17933261672892,1.29874219155753,0.546690551802844,1.54476685237901,1.2987421915522,1.00078762614414,1.54498397660758,3.25294570769917,0.796612554021392,0.799087951464659,0.49724399076805,1.54498397660758,0.799087951464659,1.54498397660758,0.179754966951285,0.799087951464659,1.54498397660758,1.54498397660758,1.54498397660758,0.145482367760426,0.799087951464659,1.54498397660758,1.54498397660758,1.54498397660758,1.54498397660758,0.796612554021392
