Scenario,Output,AETR,LACA,HECO,CAPA,HOVI,TRAL,GITR,NAJE,DICA,UNK,AGHE,DEVA,GRCA,LOHO,RACA,ERNU,LIBI,LOWR,TRFU,VIDO,SUM,Mean
No_Goatgrass,SVisitsP,0,97.61553856,23.11838134,68.08667932,34.60192431,394.8127801,1.094469433,23.57017447,8.30682392,0.00022945,20.77691707,0.710919569,1.670927935,0.768102246,0.239810688,0.000131587,0.533366461,36.76993249,0.000132963,0.000111123,712.677353,37.50933437
No_Goatgrass,SVisitsP,0,85.39613571,22.86697689,84.08431063,33.24080508,391.5481773,1.161090896,24.3530374,9.710860157,0.000288581,21.58907713,0.778890965,1.839908705,0.829849302,0.225332804,6.48E-05,0.497399732,35.06610041,0.00018077,0.000117549,713.1886048,37.53624236
No_Goatgrass,SVisitsP,0,96.59849269,24.06462483,80.05288533,37.9067811,396.1257209,1.095806502,21.67222957,8.913009198,0.000386178,18.97401786,0.714786937,1.951727472,0.788858932,0.240626815,7.97E-05,0.541582269,37.49463241,0.000171097,0.000287285,727.1367071,38.270353
No_Goatgrass,SVisitsP,0,83.28964312,23.02908341,76.41415154,33.73755602,361.6404841,1.13719769,25.90068151,8.947853179,0.000243484,20.4587633,0.72135431,1.939831596,0.815163234,0.256829623,0.000100693,0.517762875,38.10270547,0.000148892,0.00015019,676.9097043,35.62682654
No_Goatgrass,SVisitsP,0,93.90084689,26.05895306,70.32989102,38.10091955,397.0100869,1.107420862,25.8849601,8.987351651,0.00023214,19.19469581,0.722118352,1.780516188,0.796775723,0.270857425,6.88E-05,0.460632386,37.15805933,0.000224498,0.000231565,721.7648422,37.98762327
No_Goatgrass,SVisitsP,0,86.39773011,23.42446015,74.4409759,33.02012711,378.5755924,1.2663153,22.20378958,8.705110586,0.000266223,19.38258927,0.746503363,1.704789697,0.731236226,0.25712046,9.19E-05,0.478504206,34.72840357,0.00012532,0.000253533,686.0639849,36.10863078
No_Goatgrass,SVisitsP,0,92.52192488,23.87128535,80.41313231,38.18478611,381.3684587,1.173117181,21.8786064,9.508590655,0.000265816,19.6119228,0.736647249,1.646563249,0.83761112,0.241939627,0.000101871,0.461281668,40.81739519,0.000168789,0.000148465,713.2739474,37.54073407
No_Goatgrass,SVisitsP,0,91.26322974,22.78732484,77.189759,35.00567516,396.2363497,1.105907948,26.12741148,9.337797018,0.000371359,21.47198724,0.658313016,1.781671968,0.801862114,0.237772094,0.000135408,0.481710597,39.11142473,0.000153829,0.000193614,723.5990509,38.08416057
No_Goatgrass,SVisitsP,0,86.6505397,25.92766145,70.40610106,33.47704106,424.6101726,1.082901078,25.31678266,8.608978249,0.000194862,21.64759728,0.663257442,1.874853411,0.82427075,0.254008934,0.000149522,0.461562329,40.33598101,0.000210719,0.0002883,742.1425524,39.06013434
No_Goatgrass,SVisitsP,0,92.71913998,24.8339163,73.09849867,32.3546347,391.2078496,1.288445145,22.41532926,10.14285252,0.000182607,19.22885572,0.743281336,1.901163595,0.796464947,0.251464671,0.000132818,0.480854621,34.78517686,0.000176111,0.000172339,706.2485918,37.17097851
No_Goatgrass,SVisitsP,0,92.41851806,21.63218295,80.60144324,38.24330938,392.1450971,1.3164846,23.35495198,8.891758562,0.000184559,22.31331469,0.686621645,1.676766503,0.712985347,0.227721695,8.56E-05,0.457905299,36.27431002,0.000110122,0.000215444,720.9539668,37.94494562
No_Goatgrass,SVisitsP,0,81.90330073,21.49626198,75.71508423,33.30967691,359.579164,1.299953369,25.98215881,8.968031634,0.000200007,21.76957111,0.670343777,1.832501582,0.807919962,0.234374521,0.000121664,0.457609796,40.40874354,0.000131849,0.00013713,674.4352866,35.49659403
No_Goatgrass,SVisitsP,0,91.34604467,24.61548645,76.08649115,36.18965527,414.4147761,1.256126969,26.48936569,9.994156805,0.00022843,20.45567945,0.720178814,1.946034233,0.854926853,0.235520971,8.77E-05,0.475684611,37.03895383,0.000247836,0.000162621,742.1198084,39.05893729
No_Goatgrass,SVisitsP,0,87.55691756,23.97057372,72.18905482,36.11166867,369.5742025,1.205611837,22.99769215,8.405591535,0.000378147,20.3114846,0.753412121,1.75258458,0.719864443,0.252637505,0.000112487,0.485968574,33.36112246,0.000231737,0.000205996,679.6493155,35.7710166
No_Goatgrass,SVisitsP,0,99.59629645,25.90491577,72.94965655,36.20731544,434.7611156,1.102881772,22.83341576,9.664830328,0.000437554,20.90948014,0.725542544,1.68375169,0.781652834,0.27881672,0.000125683,0.457638923,38.81422919,0.000229063,0.000114644,766.6724466,40.3511814
No_Goatgrass,SVisitsP,0,95.40359084,24.21362251,76.86840608,37.52432055,393.2820086,1.280017989,24.68327877,8.980894397,0.000247596,21.68551149,0.707043236,1.926728513,0.771359264,0.276234105,9.33E-05,0.535542923,40.69650583,0.000234139,0.000130181,728.8357704,38.35977739
No_Goatgrass,SVisitsP,0,94.99934315,21.89866486,79.34318583,37.67445014,389.5092616,1.157377973,22.24409293,9.372598846,0.000361029,20.73083658,0.777239984,1.720187712,0.816077828,0.235403274,8.51E-05,0.497737183,35.20163063,0.000224799,0.000121646,716.1788811,37.69362532
No_Goatgrass,SVisitsP,0,86.50154719,23.06015374,70.48160648,37.69312378,404.0163456,1.204550009,23.25120218,8.39117463,0.000155879,20.74496069,0.725186121,1.727910284,0.857445018,0.236349316,0.000122965,0.505312688,40.35179246,0.00010557,0.000150807,719.7491954,37.8815366
No_Goatgrass,SVisitsP,0,91.06945295,22.39372611,71.53152613,34.89267566,391.5579031,1.296072735,26.38186932,8.785276631,0.000362937,19.18666333,0.740576623,1.882944408,0.775564195,0.249750868,0.000159165,0.4583479,38.63140096,0.000152819,0.0002483,709.8346741,37.35971969
No_Goatgrass,SVisitsP,0,85.14648861,22.49831567,74.47466587,31.45000318,420.865339,1.114462601,23.47923625,9.934531063,0.000260918,21.77679625,0.673265342,1.881807639,0.701503196,0.259684025,9.97E-05,0.515502837,36.7333533,0.000234509,0.000214347,731.5057643,38.50030339
No_Goatgrass,SVisitsP,0,88.28116784,21.09446559,80.00065356,36.20085478,378.9249419,1.198618908,24.27497513,9.339163283,0.000147238,20.04783182,0.734306379,1.827320866,0.773434026,0.226852495,0.000141596,0.451146781,39.18005579,0.000222714,0.000172514,702.5564732,36.97665648
No_Goatgrass,SVisitsP,0,99.68287367,26.33194392,82.05219162,31.92963504,424.3284284,1.126449743,24.59859798,8.530423002,0.000285461,19.28246499,0.706863548,1.955041469,0.767123818,0.22995119,8.20E-05,0.492025535,41.11228205,0.000244564,0.000260939,763.1271689,40.16458784
No_Goatgrass,SVisitsP,0,86.52646842,22.18421076,79.86011729,37.16376947,416.5915026,1.113224566,24.77125506,8.356669103,0.00033003,20.82415039,0.711600451,1.827260895,0.733173039,0.249969953,6.13E-05,0.451882061,34.25942399,0.000252975,0.000157639,735.62548,38.71713053
No_Goatgrass,SVisitsP,0,94.44947871,22.85788663,71.83279559,37.86263612,368.9979048,1.214925203,22.11614004,9.471239304,0.000210896,19.40781568,0.747312487,1.955879154,0.780592513,0.242120189,8.42E-05,0.461539848,35.90325319,0.000210332,0.000198341,688.3022232,36.2264328
No_Goatgrass,SVisitsP,0,98.2848024,22.83153686,70.42820448,34.30939008,435.3255762,1.112744482,22.06256228,8.532750476,0.000358479,19.99288235,0.629887875,1.818781015,0.715282955,0.221072307,4.99E-05,0.471684127,35.19589058,0.000180798,9.91E-05,751.9337369,39.57545984
No_Goatgrass,SVisitsP,0,95.55130351,21.57725727,71.40161057,34.17497696,418.4406597,1.124889164,25.31523091,8.697918636,0.000372503,19.02287979,0.705611599,1.871468941,0.790768534,0.274736823,6.02E-05,0.442552718,38.57734849,0.000109894,0.000181641,737.9699378,38.84052304
No_Goatgrass,SVisitsP,0,86.6303799,25.78929138,74.45855908,37.52197983,420.7818302,1.212068778,25.65883604,8.31953805,0.000215524,20.21988613,0.758621209,1.81658302,0.759004686,0.248946654,0.000101184,0.430799919,39.07510005,0.000133063,0.000181775,743.6820564,39.14116086
No_Goatgrass,SVisitsP,0,87.07252355,21.78677584,74.85292556,34.72552269,434.8295365,1.165721546,23.71267299,9.375911259,0.000202862,22.11327805,0.717238705,1.939420926,0.757726594,0.267568033,0.000124275,0.510141769,36.38782613,0.000241456,0.000275047,750.2156338,39.48503336
No_Goatgrass,SVisitsP,0,99.30215849,22.70972652,82.72316262,32.9848653,393.3208492,1.283097644,26.75951266,9.532209903,0.000280945,21.20147385,0.737902485,1.685051605,0.779172409,0.235039261,0.000103289,0.515861413,34.99296767,0.000100313,0.000139639,728.7636752,38.35598291
No_Goatgrass,SVisitsP,0,86.29008067,24.73938819,80.07701439,38.33968539,408.634476,1.238951531,23.45559558,9.083516744,0.000276149,18.96761672,0.682489387,1.738039867,0.768120711,0.238522371,7.57E-05,0.537156054,37.70343856,0.000172777,0.000202496,732.4948193,38.55235891
No_Goatgrass,SVisitsP,0,83.2030127,22.04092356,78.65884799,37.42298339,408.6477471,1.108390966,23.57126295,9.653961218,0.000359765,20.08196851,0.706393098,1.681672399,0.806052302,0.231294801,6.02E-05,0.471174498,40.4970469,0.000159669,0.000136528,728.7834486,38.35702361
No_Goatgrass,SVisitsP,0,92.11203439,21.86264561,83.39551749,32.07210108,421.0515244,1.272808103,25.91939386,8.597083118,0.000224937,21.56130036,0.690979992,1.612381499,0.773388879,0.231375135,0.000138245,0.521780051,34.80129628,0.000134648,0.000100124,746.4762082,39.28822149
Goatgrass,plantsf,7.353842948,1.293683225,0.665938319,1.19710393,0.813110212,2.724536694,0.150482263,0.668942932,0.417036604,0.001664409,0.62019857,0.115887075,0.183654718,0.121838473,0.067573647,0.001617241,0.096385963,0.840872428,0.001563526,0.002024034,9.984114261,0.525479698
Goatgrass,plantsf,7.353217487,1.320540737,0.67990364,1.210345996,0.827190445,2.773405145,0.153172231,0.68226441,0.423832646,0.001766661,0.631261673,0.118046565,0.186581262,0.124012552,0.07015319,0.001313812,0.098191338,0.855072494,0.001406033,0.001886282,10.16034711,0.534755111
Goatgrass,plantsf,7.33157266,1.339122542,0.686205443,1.228142136,0.835753405,2.780297701,0.154727236,0.68807701,0.428132476,0.002671364,0.636729881,0.119228228,0.188516139,0.125288872,0.068990918,0.001754113,0.09849785,0.861652588,0.002110006,0.001445401,10.24734331,0.539333858
Goatgrass,plantsf,7.312012887,1.33796337,0.686375494,1.231679674,0.836074162,2.800862603,0.155074689,0.68974786,0.428793025,0.002221815,0.637331421,0.119320301,0.188924053,0.125410641,0.071027754,0.001781187,0.098994296,0.866587387,0.00202397,0.001988531,10.28218223,0.541167486
Goatgrass,plantsf,7.374061316,1.341725658,0.68730476,1.227582152,0.838921937,2.79595538,0.155421969,0.692643709,0.43064866,0.001647843,0.639160761,0.11967454,0.189395177,0.12578238,0.070627678,0.001340737,0.099108995,0.865883666,0.00136711,0.002008994,10.2862021,0.541379058
Goatgrass,plantsf,7.389645205,1.334317372,0.683760576,1.220181396,0.830655834,2.779104642,0.154403085,0.68554506,0.427389101,0.002214139,0.636625,0.119225561,0.188098928,0.124965302,0.070507102,0.001914109,0.09832131,0.862504554,0.001436565,0.001853854,10.22302349,0.538053868
Goatgrass,plantsf,7.37602969,1.310461249,0.673089642,1.200724395,0.817673776,2.729789191,0.151616622,0.675701142,0.420282066,0.002770879,0.625255886,0.116889628,0.185029692,0.122750347,0.067771557,0.001508902,0.096768704,0.844458439,0.002142767,0.001880599,10.04656548,0.528766604
Goatgrass,plantsf,7.379085265,1.321643758,0.678980068,1.216716096,0.82618809,2.77124835,0.153580876,0.683054786,0.42533512,0.001943966,0.63248511,0.118214494,0.186692826,0.124287923,0.070006534,0.001931459,0.098345001,0.858165644,0.00162493,0.001648408,10.17209344,0.535373339
Goatgrass,plantsf,7.348701144,1.315440503,0.677142754,1.206315714,0.823246402,2.761608774,0.152504234,0.677600468,0.422725414,0.00267644,0.628401253,0.117363467,0.185230641,0.123483846,0.069602248,0.002132654,0.097539066,0.853051936,0.00135363,0.001445585,10.11886503,0.532571844
Goatgrass,plantsf,7.41330829,1.295330724,0.6678483,1.193295715,0.812606053,2.727346417,0.150646957,0.669944802,0.416858587,0.002506715,0.619614587,0.116163671,0.183257995,0.121938895,0.068639192,0.001562412,0.096561263,0.839075875,0.002056855,0.001371794,9.986626809,0.525611937
Goatgrass,plantsf,7.357949023,1.320867205,0.681433734,1.219771071,0.825778259,2.760959038,0.153528825,0.683232591,0.424698024,0.001722744,0.633155504,0.118278994,0.187140855,0.12427948,0.068871272,0.001962919,0.097800192,0.858476336,0.001445902,0.001839934,10.16524288,0.535012783
Goatgrass,plantsf,7.363821806,1.333554347,0.683634602,1.225056159,0.833772756,2.771575163,0.154461605,0.687344472,0.427716341,0.001717395,0.635238779,0.118825039,0.188208189,0.12497301,0.067978979,0.00143264,0.09852924,0.86338099,0.002334542,0.001592861,10.22132711,0.537964585
Goatgrass,plantsf,7.354444935,1.295166485,0.661964788,1.184446205,0.808718987,2.714845541,0.149641857,0.666234828,0.414549112,0.002253608,0.617153601,0.115406305,0.182232946,0.121182571,0.067063372,0.001537991,0.095477297,0.833643031,0.001751216,0.001858392,9.935128133,0.522901481
Goatgrass,plantsf,7.350001742,1.322202309,0.680345868,1.217154222,0.826270123,2.790284322,0.15352691,0.681695926,0.424432372,0.001638506,0.631433674,0.11822396,0.187011357,0.124293368,0.068970468,0.001287906,0.098066763,0.858301401,0.001653781,0.002219016,10.18901225,0.536263803
Goatgrass,plantsf,7.380863575,1.319439242,0.675325044,1.203594243,0.822634667,2.731896396,0.152247188,0.67885553,0.42177536,0.002613138,0.626482673,0.11748578,0.185355799,0.123233288,0.068623001,0.001523865,0.097435845,0.851112422,0.002046776,0.001390145,10.0830704,0.530687916
Goatgrass,plantsf,7.345820947,1.300346328,0.669353196,1.198470357,0.814292938,2.749419711,0.150912272,0.672237988,0.417513022,0.001976589,0.621559679,0.116444434,0.183697039,0.122270106,0.069023304,0.00167065,0.096062991,0.841006291,0.001979758,0.001472713,10.02970937,0.52787944
Goatgrass,plantsf,7.410227331,1.311999697,0.675269075,1.207905301,0.822948389,2.759401419,0.152476577,0.679347017,0.421783539,0.00208568,0.627324159,0.117655587,0.186085302,0.123465702,0.069142529,0.001338562,0.097578653,0.850108538,0.001538635,0.00152047,10.10897483,0.532051307
Goatgrass,plantsf,7.4160712,1.327480589,0.67860806,1.212106045,0.827169691,2.751869764,0.153454817,0.681470745,0.424441307,0.002023527,0.63151031,0.118318295,0.187065023,0.124206177,0.069977653,0.001334912,0.098128681,0.858236749,0.001724835,0.001891931,10.15101911,0.534264164
Goatgrass,plantsf,7.369520017,1.300122983,0.668342391,1.199304955,0.815612148,2.731481373,0.151083141,0.671881289,0.417926299,0.002206052,0.62199138,0.116310138,0.184066225,0.122259478,0.068177615,0.001331731,0.09647319,0.843177724,0.002072576,0.001379431,10.01520012,0.527115796
Goatgrass,plantsf,7.30275552,1.333450327,0.685105038,1.221803445,0.834699107,2.815888529,0.154708097,0.689230932,0.427843314,0.00189184,0.636006664,0.11926895,0.188251385,0.125147056,0.07005257,0.001364397,0.098735662,0.863692435,0.001425394,0.001906164,10.2704713,0.540551121
Goatgrass,plantsf,7.331519415,1.32648887,0.682554957,1.224661575,0.831619571,2.779924786,0.154063078,0.684128326,0.425886834,0.002502963,0.633222716,0.118683713,0.187622845,0.124614919,0.070017951,0.001429988,0.097682575,0.861129338,0.002280334,0.001824237,10.21033957,0.537386293
Goatgrass,plantsf,7.350784635,1.324423499,0.680315408,1.218981452,0.827332388,2.769464836,0.153560317,0.683661027,0.425093317,0.001648198,0.631941288,0.118305204,0.187136427,0.124321823,0.070522033,0.001469221,0.098269918,0.856178508,0.001501362,0.002174216,10.17630044,0.53559476
Goatgrass,plantsf,7.338164224,1.300536579,0.667011526,1.198727198,0.814265424,2.730077105,0.150716735,0.672023512,0.416996909,0.002391846,0.619891203,0.116341567,0.183404847,0.122063724,0.068480106,0.00167726,0.095994526,0.843387313,0.002118261,0.001338238,10.00744388,0.526707573
Goatgrass,plantsf,7.420992331,1.322908915,0.681427225,1.221633786,0.828778486,2.762026421,0.153815894,0.684922981,0.425720735,0.001616656,0.633413976,0.118550451,0.187554261,0.12460632,0.06915721,0.001169194,0.097553355,0.857922372,0.002035408,0.001495108,10.17630875,0.535595197
Goatgrass,plantsf,7.388980119,1.308037717,0.674176439,1.208801792,0.82024247,2.734908545,0.151896446,0.675106759,0.420835476,0.002599296,0.625073545,0.116860334,0.185413478,0.122963016,0.069321487,0.001505471,0.097172306,0.847754062,0.00188106,0.001913922,10.06646362,0.529813875
Goatgrass,plantsf,7.38138835,1.304842961,0.666690855,1.192822549,0.811658476,2.716296839,0.150519877,0.668908841,0.416890237,0.002581247,0.621441206,0.115743591,0.1836661,0.121937415,0.067903506,0.001281321,0.096367675,0.842613787,0.001742198,0.001274781,9.985183462,0.525535972
Goatgrass,plantsf,7.392684457,1.294397053,0.664526961,1.192822953,0.808980841,2.715402637,0.150160125,0.668851422,0.415605266,0.001596831,0.617363387,0.115850864,0.182769061,0.121513108,0.068086991,0.00111017,0.095984306,0.838005557,0.0015597,0.002055093,9.956642324,0.524033807
Goatgrass,plantsf,7.332831919,1.307832949,0.671372703,1.20128541,0.814396774,2.753301811,0.151332783,0.671944841,0.418620695,0.002463688,0.623491419,0.116393471,0.184603196,0.122467635,0.066392803,0.001719558,0.096826649,0.843848168,0.002400509,0.001745012,10.05244007,0.529075793
Goatgrass,plantsf,7.367101646,1.312534038,0.673122255,1.198280876,0.815933315,2.745321177,0.151671224,0.673678901,0.419613085,0.001651828,0.624283615,0.116980522,0.184457369,0.122757022,0.068870302,0.001767037,0.097019097,0.84831126,0.0020792,0.001805257,10.06013738,0.529480915
Goatgrass,plantsf,7.30218318,1.293296433,0.66176131,1.186145536,0.805468619,2.727887901,0.149583403,0.666661345,0.413734322,0.002260506,0.616696386,0.115163735,0.182237018,0.121081014,0.068477133,0.001411929,0.095536825,0.836555597,0.001757459,0.001814541,9.947531012,0.523554264
Goatgrass,plantsf,7.28303925,1.320938406,0.679122166,1.213810196,0.824017233,2.788482609,0.153147898,0.682379732,0.423360847,0.002026693,0.630996723,0.11754161,0.186558572,0.123976894,0.069325372,0.001431502,0.097998011,0.856482862,0.001502463,0.001672601,10.17477239,0.535514336
Goatgrass,plantsf,7.361761579,1.32463739,0.678712716,1.213301992,0.824684852,2.751478249,0.153174111,0.682432932,0.424428395,0.001673109,0.630855072,0.118059252,0.186412219,0.124013908,0.069200792,0.001532881,0.09778968,0.856260604,0.001977158,0.001884466,10.14250978,0.533816304
Goatgrass,plantsf,7.300566807,1.326398771,0.680879518,1.21431978,0.827777414,2.782036659,0.153278427,0.681381735,0.424179503,0.001858539,0.632568412,0.118244992,0.186826807,0.124096609,0.069603183,0.001794945,0.097575579,0.855518758,0.002041412,0.001624154,10.1820052,0.53589501
Goatgrass,plantsf,7.333201575,1.32651013,0.67939349,1.218162092,0.824068784,2.758942621,0.153225601,0.68229158,0.424112028,0.002086214,0.631252345,0.118079758,0.186897642,0.123994125,0.069909582,0.001839884,0.09790679,0.853862307,0.001663041,0.00200415,10.15620216,0.534536956
Goatgrass,plantsf,7.366459752,1.298884888,0.665374601,1.191317884,0.810411431,2.691515907,0.150038453,0.667845819,0.41531063,0.002372658,0.618406526,0.115604383,0.182664125,0.121426303,0.069087318,0.001421996,0.095442431,0.836651422,0.001982659,0.002189849,9.937949282,0.523049962
Goatgrass,plantsf,7.330095695,1.321626411,0.67583762,1.209314551,0.821055311,2.76386114,0.15256869,0.678955343,0.422290862,0.00223453,0.629394871,0.117466549,0.185786101,0.123501617,0.069054169,0.001837598,0.096927193,0.850096009,0.001470762,0.001713211,10.12499254,0.532894344
Goatgrass,plantsf,7.41220595,1.3408381,0.690932557,1.233348354,0.84245977,2.795962382,0.155850261,0.694779096,0.431004869,0.002356422,0.640933994,0.119614326,0.190045609,0.12616554,0.070274956,0.001476047,0.099203579,0.867879371,0.001745299,0.002232851,10.30710338,0.542479125
Goatgrass,plantsf,7.322821347,1.308950934,0.671512592,1.20510496,0.817170585,2.756483668,0.151768906,0.675848954,0.420598392,0.002404692,0.625015687,0.116759988,0.184874017,0.122858361,0.068812078,0.001273872,0.096786321,0.84867661,0.001689728,0.001376146,10.07796649,0.530419289
Goatgrass,plantsf,7.346448583,1.326574532,0.681645925,1.219282779,0.828531817,2.778020094,0.153671793,0.684244776,0.425676734,0.002628865,0.633064371,0.118341983,0.187560192,0.124478617,0.070053,0.001768941,0.097943926,0.856408735,0.00203086,0.001411849,10.19333979,0.536491568
Goatgrass,plantsf,7.335231317,1.296211865,0.66386192,1.186001819,0.808046545,2.718017807,0.149899937,0.667995876,0.414638731,0.001627177,0.617839468,0.115531981,0.182687403,0.12131933,0.067825653,0.001399576,0.095643298,0.837572231,0.002205384,0.00135151,9.94967751,0.523667237
Goatgrass,plantsf,7.31087652,1.286629586,0.660435325,1.183375177,0.8041495,2.703729763,0.148850031,0.66263805,0.411714526,0.002186267,0.614141309,0.11442103,0.181103414,0.120463739,0.067467819,0.001419984,0.094793369,0.831943623,0.002116723,0.001668481,9.893247715,0.520697248
Goatgrass,plantsf,7.332301762,1.30504521,0.667834456,1.197051238,0.813553211,2.744431492,0.150945067,0.669957886,0.417780731,0.002161837,0.621498418,0.116272171,0.184036706,0.122115866,0.068117244,0.001795336,0.09622873,0.841644675,0.001568927,0.001535738,10.02357494,0.527556576
Goatgrass,plantsf,7.396072038,1.295285704,0.665258657,1.186639594,0.806654268,2.71807263,0.149864134,0.665858572,0.415287118,0.001611018,0.61713444,0.115630576,0.182660255,0.121394314,0.068485889,0.001344396,0.095798763,0.836900404,0.001937872,0.001854965,9.947673568,0.523561767
Goatgrass,plantsf,7.341309961,1.32785255,0.68075714,1.21564081,0.825129256,2.780672564,0.153474689,0.681696025,0.424654979,0.001791641,0.630838976,0.118435354,0.186800493,0.124147337,0.068381201,0.001527466,0.097630592,0.857483953,0.001636394,0.001575754,10.18012717,0.535796167
Goatgrass,plantsf,7.358571585,1.301877371,0.666498931,1.189936351,0.813222379,2.726773449,0.150586735,0.671038253,0.416996193,0.001814306,0.620727329,0.115907074,0.183320736,0.121891379,0.066199691,0.001663848,0.096169534,0.842357328,0.002080982,0.00143216,9.990494027,0.525815475
Goatgrass,plantsf,7.313114055,1.302861052,0.66663753,1.193121143,0.810969278,2.733240933,0.150311543,0.669113272,0.416402271,0.001769641,0.620043352,0.115850317,0.18344537,0.121733737,0.068563709,0.001151751,0.096066315,0.839398674,0.001710411,0.00140306,9.993793358,0.525989124
Goatgrass,plantsf,7.334245359,1.327126008,0.682741612,1.219207493,0.831500101,2.785877861,0.153851,0.68420401,0.426234867,0.001797752,0.632931943,0.118618478,0.187512991,0.124604912,0.069949547,0.001394015,0.097883685,0.858849823,0.001515248,0.001943082,10.20774443,0.537249707
Goatgrass,plantsf,7.353014456,1.322738297,0.681075792,1.216440474,0.831135948,2.798016965,0.153882293,0.684061201,0.425746897,0.002506274,0.635020248,0.118549369,0.187456879,0.124557206,0.069965404,0.001671765,0.097868202,0.857889785,0.002392604,0.001427532,10.21240313,0.537494902
Goatgrass,plantsf,7.311896807,1.329574395,0.681001522,1.218966224,0.827955582,2.805238996,0.153787602,0.683863792,0.425255256,0.002472884,0.632781898,0.118743166,0.187432797,0.124502185,0.069228813,0.00176253,0.098482825,0.858867304,0.00236887,0.002183423,10.22447006,0.538130003
Goatgrass,plantsf,7.346195531,1.309643923,0.670019561,1.199486249,0.814784437,2.748261301,0.151325098,0.672654986,0.419372686,0.002662591,0.622427189,0.116632308,0.184619027,0.122512291,0.069043546,0.00149579,0.096196253,0.844026459,0.001738221,0.001939542,10.04884146,0.528886392
Goatgrass,plantsf,7.354710391,1.305701586,0.669196336,1.199360971,0.812092543,2.708572649,0.150768889,0.671746337,0.417630319,0.002507517,0.619870009,0.116327596,0.18376476,0.122029153,0.068449592,0.001340466,0.09617297,0.843496348,0.001525571,0.001427973,9.991981586,0.525893768
Goatgrass,plantsf,7.280920116,1.330451578,0.681784492,1.223182505,0.828398616,2.795305138,0.153841529,0.683564718,0.426110654,0.00249621,0.63491557,0.118434094,0.187505728,0.124568941,0.06906707,0.001394973,0.097901314,0.858112285,0.001823472,0.002080443,10.22093933,0.537944175
Goatgrass,plantsf,7.347144839,1.318868266,0.676299133,1.204037067,0.820566818,2.757312195,0.152388984,0.6781762,0.421461775,0.002441757,0.627909159,0.11740736,0.185978212,0.123315279,0.069712916,0.001239846,0.09709913,0.850230835,0.001729983,0.001418845,10.10759376,0.531978619
Goatgrass,plantsf,7.380431727,1.310352191,0.674304382,1.202878277,0.822751835,2.751516355,0.152297323,0.678941598,0.421504005,0.001696184,0.626454551,0.11733729,0.185687726,0.123215024,0.069353596,0.001240664,0.09735744,0.85087646,0.001687122,0.001581566,10.09103359,0.531107031
Goatgrass,plantsf,7.409771691,1.34796853,0.693483217,1.240400501,0.845760839,2.815217856,0.156771565,0.696264831,0.433637501,0.002612762,0.645432491,0.120752857,0.190879778,0.126860006,0.071483633,0.001157031,0.10047474,0.873742121,0.001750239,0.001344298,10.3659948,0.545578674
Goatgrass,plantsf,7.318504538,1.328627857,0.680186267,1.217934637,0.828568633,2.778796875,0.153390213,0.681660836,0.425316833,0.001811194,0.632346254,0.118295566,0.187211168,0.124241367,0.069407001,0.001696688,0.097994221,0.855187661,0.00218498,0.001873621,10.18673187,0.536143783
Goatgrass,plantsf,7.387046178,1.31475753,0.674664305,1.204259431,0.821227831,2.757530503,0.152439939,0.67787443,0.421581142,0.002432577,0.627425541,0.117385284,0.185519152,0.123396849,0.069358699,0.001208787,0.097134868,0.852890975,0.001721843,0.00171199,10.10452168,0.53181693
Goatgrass,plantsf,7.344266007,1.331147571,0.682674329,1.224809038,0.830293691,2.778461928,0.154338096,0.687825024,0.427544861,0.002474707,0.636862824,0.118934881,0.187938357,0.124899153,0.070258269,0.001866084,0.098276907,0.863160748,0.001715744,0.001849934,10.22533215,0.538175376
Goatgrass,plantsf,7.420474458,1.306485993,0.670985995,1.195357528,0.813204808,2.720744991,0.15111714,0.673669643,0.418387674,0.00191772,0.621994209,0.116369552,0.184131316,0.122359335,0.06909326,0.001482202,0.096047514,0.841975925,0.002057498,0.00160516,10.00898746,0.526788814
Goatgrass,plantsf,7.305474297,1.318703526,0.674744181,1.209353829,0.82274944,2.756386322,0.152313653,0.677574606,0.421932967,0.001664266,0.627252492,0.117360323,0.185257596,0.123211043,0.069359634,0.001709161,0.097283961,0.848393093,0.001672671,0.002076409,10.10899918,0.532052588
Goatgrass,plantsf,7.424754586,1.303447438,0.672451514,1.19651278,0.817804949,2.719767502,0.151467574,0.674922044,0.419487542,0.002548409,0.62435315,0.116739019,0.184474772,0.122586385,0.068339398,0.001605503,0.096513402,0.843496157,0.001657973,0.001337284,10.01951279,0.527342779
Goatgrass,plantsf,7.389090928,1.326026121,0.681160791,1.216502626,0.830065234,2.788506382,0.153961149,0.684244364,0.425893799,0.001636611,0.634372427,0.11846771,0.187897682,0.124614665,0.070312336,0.001375723,0.098478356,0.857901548,0.001690868,0.001782831,10.20489122,0.537099538
Goatgrass,plantsf,7.318880866,1.340846474,0.686779827,1.224619591,0.834621742,2.792923569,0.154812956,0.688165863,0.428573603,0.002403157,0.638621421,0.119368176,0.188828919,0.125324996,0.06989618,0.0011526,0.099006176,0.863012945,0.002158253,0.001942388,10.26305884,0.540160991
Goatgrass,plantsf,7.372726437,1.31193616,0.675313464,1.208579246,0.823992849,2.763127034,0.152536543,0.679070689,0.422403791,0.002057873,0.627729042,0.11728683,0.185676016,0.123446249,0.069728998,0.001611415,0.097491379,0.850488092,0.00178195,0.002089028,10.11634665,0.532439297
